Item_ID	Sentence	Word	POS	Phrase	Partitive	LenSentence
36258:30	i mean, you know, we've never caught up,	never		ADVP-TMP	no	9
36433:18	and we've been walking every morning at, going	every		NP-TMP	no	9
36460:18	so i've calmed down everything except, i was working out doing aerobic exercises as well as the, um, walking,	everything		NP	no	20
36480:42	maybe it, maybe it speeded up the process and all that.	all		NP-ETC	no	11
36518:33	it's kind of fun because with the first pregnancy all the other ladies except one were on their first pregnancy,	all		NP	no	21
36605:12	but it was all right,	all		ADJP-PRD	no	5
36640:58	but this thing about camping that *t*-1 bothers me is 0 you've got *-2 to pack everything	everything		NP	no	18
36677:16	you get the tent all dirty.	all		ADJP-PRD	no	6
36681:16	plus you get it all wet,	all		ADJP-PRD	no	6
36732:43	and you can go out, outside in the daytime, all right,	all		ADVP	no	11
36741:13	and then they all come out.	all		NP	no	6
36748:7	i never really noticed how effective they were *t*-1,	never		ADVP-TMP	no	9
36760:15	i can't see all this little, uh, smoke buckets i call them,	all		NP	no	13
36808:74	that is mumblex is * to have a, a nice vehicle where you can have everything in it *t*-1, plus your tent.	everything		NP	no	22
36830:4	everything's really,	everything		NP-SBJ	no	3
36839:16	and they were all, everybody was trying *-1 to flee the campsite,	all		VP-UNF	no	12
36891:21	i know 0 i always i like mumblex *-1 to get right on the water,	always		ADVP-TMP	no	15
36941:15	and the russian people are all realizing that the communist system does not work to their satisfaction or their way of * surviving in this world,	all		VP	no	26
36987:16	well, that's all 0 they got *t*-1 right now.	all		NP	no	10
37028:133	i think 0 it's, i think 0 it's a lot of, uh, oh, how do you put it *t*-1?, bureaucracy and, and, uh, one thing, and then all the corruption.	all		NP	no	32
37034:52	i i know 0 you're going *-1 to have that with every society.	every		NP	no	14
37059:50	and uh, i think 0 that was a big stepping stone for them to initiate all their righteous ways of * changing things, too.	all		NP	no	24
37119:26	and they have *-1 to eat and everything else,	everything		NP	no	9
37137:87	and uh, i guess 0 the most significant probably is that so many are working now, and trying *-1 to juggle job and home and family and all sorts of other possibilities, you know,	all		NP	no	34
37141:51	they may be going to school, or may have elderly parents, or you know all sorts of other things.	all		NP	no	19
37150:76	i, i, i think 0 it *exp*-1's extremely difficult * to keep up with all that we have *-3 to *?* *t*-2 these days.	all		NP	no	26
37194:47	but in some ways i think 0 we are expected *-1 to do it all.	all		NP	no	15
37195:51	you're almost looked down upon *-2 if you don't try *-1 to do all of these things	all		NP	yes	19
37222:52	if you decide *-1 to go back to work then you feel like you are always having *-2 to defend yourself.	always		ADVP-TMP	no	21
37265:92	uh, still, uh, there's, there's sort of a feeling of accomplishment with * having, you know, a job and all that *t*-1 goes with that.	all		NP	no	27
37295:52	or are we going *-1 to keep *-2 having *-3 to try *-4 to juggle all of this?	all		NP	yes	18
37323:90	uh, and even those who *t*-1 may not do it seem *-2 to be spending more time with their kids and really trying harder at *-3 making all of the, the family things work.	all		NP	yes	34
37401:16	eve-, every once in a while, i will keep in, in touch, with maybe, like who *t*-1's in the top five of hitting, or something like that	every		ADVP-TMP	no	28
37455:62	i mean, i don't like these guys that *t*-1 get up there and swing for the downs every time.	every		NP-TMP	no	20
37474:7	and all of a sudden he becomes a hero.	all		NP	yes	9
37479:21	and, and all 0 he has *-1 to do *t*-2 is * hit the ball,	all		NP	no	15
37481:7	and all 0 he has *-1 to do *t*-2 is one, you know, * hit it once.	all		NP	no	17
37493:13	and that's all 0 the game is *t*-1.	all		NP	no	9
37548:21	i think 0 that's all that they have *t*-1.	all		NP	no	10
37553:12	i mean everything's on the west side.	everything		NP-SBJ	no	8
37579:67	in other words, if, if in spring cra-, training they were looking at all their kids, like a lot of them do, um, then it really doesn't give you any indication.	all		NP	no	32
37581:111	so, you know, it's, it's not a great indication because there have been teams that *t*-1 have just, you know, come out and just won all kinds of games in spring crani-, training and then gone on a, you know, fourteen game losing streak in the first of the season	all		NP	no	52
37676:27	and once you do that, you lose everything,	everything		NP	no	8
37731:7	i always thought that teachers never got paid *-1 nearly enough, i mean, * to be doing what they're doing *t*-2, uh.	always		ADVP-TMP	no	23
37731:20	i always thought that teachers never got paid *-1 nearly enough, i mean, * to be doing what they're doing *t*-2, uh.	never		ADVP-TMP	no	23
37740:3	all the problems.	all		NP	no	3
37798:28	are they going *-1 to be taught *-2 nothing,	nothing		NP	no	9
37878:58	and most of the problems with kids in school carrying guns and, and knives and everything,	everything		NP	no	16
37885:45	i mean when i was in junior high and high school *t*-1 that never happened.	never		ADVP-TMP	no	15
37886:7	you never heard about that.	never		ADVP-TMP	no	5
37909:65	and you want *-1 to encourage them, you know, to, to be active and everything in school,	everything		NP-ETC	no	17
37910:27	but, uh, you know, with all the peer pressure that *t*-1's going on, with all the negative things, it is, uh, it's a tough environment 0 * to be growing up in *t*-2.	all		NP	no	35
37910:58	but, uh, you know, with all the peer pressure that *t*-1's going on, with all the negative things, it is, uh, it's a tough environment 0 * to be growing up in *t*-2.	all		NP	no	35
37935:11	that's all 0 you can do *t*-1.	all		NP	no	8
37981:11	that's all 0 you can do *t*-1.	all		NP	no	8
37983:49	then you just have *-1 to hope and pray that, that everything, uh, works out, works out okay,	everything		NP-SBJ	no	18
38055:62	and i have *-1 to develop, uh, functional specs and, disk and desk top publishing and everything,	everything		NP	no	17
38063:32	i mean, i, i always say that i need *-1 to buy a computer for the house	always		ADVP-TMP	no	17
38068:57	but sometimes mumblex my husband, my husband says usually, i work on the computer all day at work,	all		NP-TMP	no	18
38246:54	you know, i guess 0 it's not, it's all, you know, it's, inexpensive compared to what it used *-1 to be *t*-2	all		VP-UNF	no	25
38292:10	um, all 0 i,	all		NP	no	4
38322:40	do you get, do you work at home all the time or just,	all		NP	no	13
38356:86	you know, it's not something that *t*-1's continual because, you know, the television ratings don't come out, you know, all the time.	all		NP-TMP	no	25
38363:63	i tell you 0 if i could bring a computer home and do stuff here, i'd get all kinds of stuff done *-1.	all		NP	no	24
38367:10	phone's always ringing	always		ADVP-TMP	no	4
38368:11	and, people always asking me *-1 to do something else.	always		ADVP-TMP	no	10
38387:42	you know, i've just got *-1 to deal, with all those other things that *t*-2 happen	all		NP	no	17
38416:41	they just, um, they just send me everything and pick it up courier or whatever,	everything		NP	no	15
38485:12	but i have always loved reading.	always		ADVP-TMP	no	6
38502:16	oh, i read all kinds of things for, um, * helping people survive a divorce.	all		NP	no	15
38527:71	well, um probably the best one that i, i know of *t*-1 and i work with *t*-1 all the time is called *-2 search for significance by robert mcgee	all		NP-TMP	no	29
38595:25	and i just realized 0 i had never read it *-1 growing up.	never		ADVP-TMP	no	13
38606:10	i've always wanted *-1 to go back and read some of my literature texts from college um, because i enjoyed some of those stories so much,	always		ADVP-TMP	no	27
38610:9	but i never seem *-1 to have the time 0 *-2 to do that kind of reading *t*-3.	never		ADVP-TMP	no	18
38713:57	at, at rossa they tend *-1 to come out with a new book every couple of weeks just *-2 to help us deal with all the things that we have *-3 to deal with *t*-4.	every		NP	no	35
38713:92	at, at rossa they tend *-1 to come out with a new book every couple of weeks just *-2 to help us deal with all the things that we have *-3 to deal with *t*-4.	all		NP	no	35
38718:50	and, i don't know when i'm going *-1 to get to them all *t*-2.	all		NP	no	16
38721:3	never	never		ADVP-TMP	no	1
38724:10	there's never going *-1 to be enough hours in the day.	never		ADVP-TMP	no	12
38902:9	but i never count right,	never		ADVP-TMP	no	5
38903:9	and i always have *-1 to either take it out or have my picture slightly off centered or, or something.	always		ADVP-TMP	no	20
38907:7	it never has worked out completely.	never		ADVP-TMP	no	6
38920:13	you must pay all attention to what you're doing *t*-1.	all		NP	no	11
38923:35	i though, oh, this won't take long at all.	all		ADVP	no	10
38990:40	and whenever i go *-1 visit my parents *t*-2, they're always saying, well, * bring some of your tapes.	always		ADVP-TMP	no	20
38993:7	they always borrow a few of them.	always		ADVP-TMP	no	7
39001:12	so they are always borrowing my tapes.	always		ADVP-TMP	no	7
39062:14	but i don't always get direct sun except in certain spots.	always		ADVP-TMP	no	12
39073:7	i never have tried that, just because i don't have that much space on this little porch *ich*-1 here in this apartment or this little balcony.	never		ADVP-TMP	no	27
39084:80	and i'd, i think 0 when i was real little *t*-1 i probably had a finger in on that every time 0 he did it *t*-2 and had *-3 to be out there and watch and that type of stuff.	every		NP	no	41
39088:12	but i've never really tried anything like that since then.	never		ADVP-TMP	no	11
39173:26	cats can deal with *-1 being inside all the time just fine.	all		NP-TMP	no	12
39190:50	because, you kind of, even, even a cat, you never know when they might bite or scratch or something *t*-1.	never		ADVP-TMP	no	20
39613:48	it doesn't sound like it, it would be hard at all.	all		ADVP	no	12
39628:30	and, it's got beaut-, all these beautiful pictures, in there that *t*-1 are inspiring.	all		NP	no	15
39640:10	i've never heard of it.	never		ADVP-TMP	no	6
39693:33	it just takes the time 0 * to cut everything up *t*-1.	everything		NP	no	12
39776:36	so, i, i try *-1 to always keep my eyes open and because a lot of time you can find, find really good recipes where you wouldn't even think about it *t*-2.	always		ADVP-TMP	no	33
39780:21	so, i try *-1 to always keep a little notebook in my purse.	always		ADVP-TMP	no	13
39811:7	you never see them on a, on nationally basketball.	never		ADVP-TMP	no	9
39879:15	i watched every, uh, i watched all three games of that.	every		NP-UNF	no	11
39879:36	i watched every, uh, i watched all three games of that.	all		QP	no	11
39883:27	and, uh, i was very pleased with all three games, because kansas, uh, you know,	all		NP	no	15
39923:51	they, they play the pro style, is, what i've always called it *t*-1.	always		ADVP-TMP	no	14
39935:12	they shut all that down and made them play half court it seemed 0 *t*-1	all		NP	no	15
39947:45	and they, they've not had *-1 to do that all year	all		NP-TMP	no	12
40051:72	so does *t*-1 detroit, i mean, so does *t*-2 chicago. so do-, all three of them do, with larry bird back, uh,	all		NP	no	22
40055:10	you can never count the celtics out when larry bird's, starting *-1 to click on all cylinders *t*-2.	never		ADVP-TMP	no	19
