Item_ID	Before	After
21218:49	##, i mean, i don't think they have anything in common,###.###.###um, quantum, leap has, i mean quantum leap is kind of a comedy in its own way, i guess --n400440,###but, uh, mostly it's, it's kind of science fiction,###and, it's, um, it's adventure and things like that###.###uh-huh.###.###and then night court is just pure, you know, weird fun, you know,	###so, i don't know why the two of them happen, --n4008d1 to be my two favorite shows --n4008f0,###.###.
21258:149	### i, i just,###it's,###i find him degrading at times.###i guess that is the point,###but sometimes it just,###.###well, they, they really have changed him though.### if, if you've watched it this season, um, he's becoming, i mean, he still is in his own way degrading and everything,###but, uh, he's involved in that charity,###and, uh, it's taking up so much of his time and so much of his thought, that he really has,	###.###oh.###.
21336:50	###the second lady.###.###yeah,###the second one the blond###.###uh-huh.###.###.###yeah,###.	###.###they didn't.###.
21366:46	###and this other girl was not,###and, you know, you kind of, you're wondering, you know, well when did this happen --n4038c5.###.###right.###.###so, yeah,### i, i kind of agree with that.###.###and i like the new lady better,###but i'd just as soon that they didn't have the romance there.	###.###well, i'm afraid that's what they, they really wanted --n403cb0 to do --n403cbf, um,###.
21417:19	###.### and, and,###.###but it's, it --n404d5a's always been a formula, uh, for t v that the minute that two people, that the two main stars get married --n404dc9 --n404dd0, that the show ends up, you know, --n404dff dying.###.###yeah.###.### a, a, good example of this,###and, you know, this is probabl-,###maybe it's not a good example.	###they had get smart for, uh, ten hours a day, from seven o'clock at night, until six or until five o'clock the next morning. all the get smart episodes you could ever see --n405317.###.###oh.
21422:34	###yeah.###.### a, a, good example of this,###and, you know, this is probabl-,###maybe it's not a good example.###i've been watching nickelodeon all last week, because they had what they called --n4051b7 maximum smart.###they had get smart for, uh, ten hours a day, from seven o'clock at night, until six or until five o'clock the next morning. all the get smart episodes you could ever see --n405317.###.###oh.###.	###.###uh-huh.###.
21499:109	###well, i i hardly ever watch it,###.###usually tuesday nights i'm out,###so.###.###but, as, as i've seen it, they've, they've done sort of the same thing to where they've, they started --n406ddf to let them get together --n406dfa,###and then they pulled them apart###.###uh-huh.###.	###.###uh-huh.###.
21567:37	###yeah,###it's,###they wouldn't be easy.###.###yeah.###.###so, um, well that's kind of interesting.###.###yeah.###.	###.###yeah,###i think we've covered our time.
21760:9	###so when i was like fourteen, fifteen --n4028f9, i went, i went to turkey.###.###oh,###.###and this christmas, i went to turkey.###but basically, it's a,###for the past couple of years, i,###since my parents are, are, well,###i'm from argentina,###and my parents live down there.	###.###uh-huh.###.
21790:37	###.###yeah.###.###because, uh, my dad died, you know, when i was less than a year old --n4033d4###.###yeah.###.###so i always just had a mother.###so i always thought, when i have kids --n40352d, you know, i really want --n403550 to be involved --n403563 with them.###.	###so he could buy us material things.###.###material things,
21822:115	###and it's always the same man###.###uh-huh.###.###and then suddenly he sees that he's getting old,###and he wants --n403fd6 to be best friends###.###yeah.###.###but, uh, you know, it's like, i can only express myself so much,	###it's like, you know, i love you###and let's go out and do things together when i don't feel like it --n4044fe, you know###.
21866:59	###we have --n40510d to take them, and, you know to do it.###.###yeah.###.###and that really gets kind of aggravating after a while###because you're saying, well, i work full time too, you know.###.###yeah,###yeah,###but, uh, it's just, it's just something that, you know,	###what i'll do --n40565f is, you know, like,###i mean, you might have problems,###but it's not your kids' problems you know,
21884:10	###and you got --n40585b to try --n40586a to be with them as much as you can and to, you know, like,###thing is, is, that, you know, like if, if they would ever happen --n405a07 to have a drug problem, suppose, that they could feel comfortable --n405a46 coming to me and saying, i got a problem you know,###.###problem,###uh-huh###.### and, uh and that would make any parent feel good and bad at the same time, you know,###.###yeah.###.	###and let's see how we can get rid --n405e61 of the problem --n405e74, you know,###and that's uh, that's very, that's very hard to do --n405f98,###because once you're best friends with your parents, then, i think everything go a lot better.
22142:94	###um, so many of the kids are drop outs.###um, uh, there's a lot of drugs that --n403307 go on, and that they just have hopeless lives.### they, they lead themselves down hopeless tunnels.###i think education helps a little bit there.###um, then again, i don't know really what steps --n403551 there are --n403560 that they,###.###well, what they, what they say they try --n403654 to do --n403663 is to get the kids, um, early and --n403696 young.###.###uh-huh.###.	###.###uh-huh.###.
22228:24	###uh-huh.###.###and we don't have it,###so we deserve it,###and we should take it.###.###uh-huh,###yeah.###i don't know how you combat that --n405010.### i, i don't know where you start or, with a lot of these kids --n4050d1,	###.###yes.###.
22325:21	###.###uh-huh,###no,###in san antonio it was like every day,###it was just a matter of who --n406f9e was shot --n406fad that night,###.###i know it###but san antonio is considered --n407091 a nice clean city, believe it or not.###.###.	###.###uh-huh,###oh, yeah,
22349:15	###uh-huh,###very much.###when we moved here to monterrey --n4074e3 it was a big change, because it's such a small community,###we're just above carmel,###and, um, there's hardly,###most everybody seems pretty well employed around here,###and um, those that --n407710 aren't,###there's celinas which --n40778e is about a fifteen minute drive, which --n4077b5 is mostly migrant workers,###and there's a lot of crime there, um,###migrant hispanic farm workers, people that --n40792f are down and out,	###so, it's, it's pretty quiet. you know,###we walk the streets at night,###and, uh, people run in the park,
22443:59	###i have no idea.###i know, i,###my home is in, uh, pensacola, florida###.###uh-huh.###.###so, it's, they do a lot of shark fishing in that, you know, in the gulf###.###right.###.	###and, you know, there's part, either as part of --n401157 or separate from --n40116a the, uh, bill fishing tournaments they usually have --n40119d###so, i have not done, uh, much freshwater fishing oh, for, you know, lake, lake fishing for bass and so forth but, uh, maybe some what they call --n401352 brim and those sorts of things, but nothing,###.
22652:10	###hand picked.###.###that right.###.###the weirdest fishing experience i ever had --n404ca0. people to this day are still trying --n404cc7 to figure out if i really caught what i think i caught --n404d02.###we were in, uh, rockport, which --n404e72 is close to corpus###.###uh-huh.###.###and we had been fishing in a canal,	###and, uh, we'd been fishing in the canals###and all we were catching --n4050c2 were catfish,###and we were pretty bored with that.
22654:7	###that right.###.###the weirdest fishing experience i ever had --n404ca0. people to this day are still trying --n404cc7 to figure out if i really caught what i think i caught --n404d02.###we were in, uh, rockport, which --n404e72 is close to corpus###.###uh-huh.###.###and we had been fishing in a canal,###they had all these canals up through this one little retirement area,###and, uh, we'd been fishing in the canals	###and we were pretty bored with that.###so, we thought well, maybe there are some crab in here,###we'll try --n405259 to catch some crab.
22658:24	###.###uh-huh.###.###and we had been fishing in a canal,###they had all these canals up through this one little retirement area,###and, uh, we'd been fishing in the canals###and all we were catching --n4050c2 were catfish,###and we were pretty bored with that.###so, we thought well, maybe there are some crab in here,###we'll try --n405259 to catch some crab.	###i had a rock --n4053a7 to weight it down,###something grabs and just runs with it.###and of course there's no hook,
22799:98	###.###and, uh, she put him in,###but he wasn't there very long before he died###.###uh-huh.###.###but, um, i guess, um, the one time that i saw him there --n10aa1, you know, as far as the surroundings, that seemed okay.###.###uh-huh.###.	###.###yeah.###.
