Item_ID	Sentence	Pre	ParentString	Partitive	ParentNode	NoPreNode	GrammFunction	Objects	NPNiteID
41744:176	and so, i think, uh, uh, of course, now i go the other extreme, i do not like --n403c1e to see, in the corporate areas, uh, all the women dressed --n403c5d like men, with the suits and, uh, white shirts and ties and what have --n403ca8 you so that they all look exactly the same.	they	they all	no	NP-SBJ		NP-SBJ	NP-OTHER	sw2486_s100_546
41774:39	and you can go the opposite direction and, uh, over do all the frills and laces and flounces and what have you --n4047a3, which --n4047b2 don't belong in the, in, at least in my opinion, in the work place,	do	over do all the frills and laces and flounces and what have you --n4047a3, which --n4047b2 don't belong in the, in, at least in my opinion, in the work place	nullpartitive	VP		NP	NP-OBJ	sw2486_s118_509
41873:8	they all had on the gray jackets and the gray trousers or sla-, or skirts and the white blouses and the same color tie.	they	they all	no	NP-SBJ		NP-SBJ	NP-OTHER	sw2486_s177_501
42006:62	it's going --n40211f to take, uh, it's going --n402146 to take all of us getting together,		take all of us getting together	yes	VP		NP-SBJ	NP-OTHER	sw2488_s63_522
42012:25	it's going --n4023de to take all of us, you know getting together and just saying, we are not going --n40242d to take it any more.	take	take all of us, you know getting together and just saying, we are not going --n40242d to take it any more	yes	VP		NP-SBJ	NP-OBJ	sw2488_s67_509
42051:38	well it goes all through the st-, it goes all through the state supreme court system before they're,	goes	goes all through the state supreme court system before they're	no	VP				
42149:22	some of these plea bargains and all this kind of stuff that they do --n405104, it's just, it just gets out of hand,	and	some of these plea bargains and all this kind of stuff that they do --n405104	nullpartitive	NP-TPC		NP-TPC	NP-OTHER	sw2488_s158_501
42225:12	and they're all like, um, like ni-, anywhere from nine to twelve years old, i think is what they've been --n406607.	're	're all like, um, like ni-, anywhere from nine to twelve years old	no	VP				
42283:32	and she didn't act like it bothered her at all, oh,	at	at all	no	ADVP				
42284:10	this happens all the time.	happens	happens all the time	nullpartitive	VP		NP-TMP		sw2488_s237_503
42293:52	and, uh. and she was like oh god, he does this all the time, you know, where are you --n407ca8. you know, --n407cbf screaming, j d	this	does this all the time	nullpartitive	VP		NP-TMP		sw2488_s244_515
42407:38	and, so he comes in and tell us all these bizarre cases, you know	us	tell us all these bizarre cases, you know	nullpartitive	VP		NP	NP-IOBJ	sw2488_s316_511
42587:40	it makes you wonder, what they need it for --n402615 all of a sudden here. um,		need it for --n402615 all of a sudden here. um		VP		NP-ADV	NP-OTHER	sw2490_s65_514
42735:37	and, uh, the police said --n404e87, mumblex all the people said --n404ea6, that's fine	mumblex	and, uh, the police said --n404e87, mumblex all the people said --n404ea6, that's fine	nullpartitive	S		NP-SBJ		sw2490_s154_510
42737:20	you know, we're all honest, and everything like, that,	're	're all honest	no	VP				
42741:23	we, we all carry them,		we all	no	NP-SBJ		NP-SBJ	NP-OTHER	sw2490_s158_505
42859:25	does he got them locked --n4074b5 up all the time too.	up	locked --n4074b5 up all the time too	nullpartitive	VP		NP-TMP		sw2490_s225_508
42930:18	and it's away and all that,	and	's away and all that	nullpartitive	VP		NP-ETC		sw2490_s270_505
43037:38	i, i think that's about all i can,	about	's about all i can	no	VP		NP-PRD	NP-OTHER	sw2490_s335_513
43160:33	and he does the, you know, edging and all that kind of thing,	and	the, you know, edging and all that kind of thing	nullpartitive	NP		NP	NP-OTHER	sw2492_s61_503
43225:114	i think we used dursban for the, we used dursban and diazinon and get out there and do what you do --n4039cd with that thing, you know, and spread it all out everywhere,	it	spread it all out everywhere	no	VP				
43268:33	i have a feeling i'll be out there all the time --n404f60 taking care of that,	there	be out there all the time --n404f60 taking care of that	nullpartitive	VP		NP-TMP		sw2492_s148_511
43282:12	where do you all live --n4053b4.	you	you all	no	NP-SBJ		NP-SBJ		sw2492_s158_503
43316:23	it sounds like we've covered all the bases	covered	covered all the bases	nullpartitive	VP		NP	NP-OBJ	sw2492_s184_508
43481:23	i didn't care for that at all.	at	at all	no	ADVP				
43525:5	all you can do --n403438 is put it in words.			no			NP-SBJ	NP-OTHER	sw2499_s118_501
43555:12	and it's all this,	's	's all this	nullpartitive	VP		NP-PRD,UNF		sw2499_s137_503
43570:6	and all the other animals.	and	and all the other animals.	nullpartitive	FRAG		NP	NP-OTHER	sw2499_s146_501
43574:15	and he winds up all over creation.	up	winds up all over creation	no	VP				
43800:90	well, when i was in england years ago --n4081b8. and i went to, to like shakespeare's and, you know, stratford-on-avon and all that	and	shakespeare's and, you know, stratford-on-avon and all that	nullpartitive	NP		NP	NP-OTHER	sw2499_s292_520
43824:67	i need, --n408770 to go over there and stay about twenty years so i can just travel. go around all the places.	around	around all the places	nullpartitive	PP-LOC		NP	NP-OTHER	sw2499_s305_522
43917:38	they, they, they have all these neat phrases --n409fbd. you know, you know, you know. like critically acclaimed.	have	have all these neat phrases --n409fbd. you know, you know, you know. like critically acclaimed	nullpartitive	VP		NP	NP-OBJ	sw2499_s359_513
44046:72	oh, there one guy --n401c76 brags about his piece of equipment he's using --n401ca5 and the drop cloths and all that kind crap	and	his piece of equipment he's using --n401ca5 and the drop cloths and all that kind crap	nullpartitive	NP		NP	NP-OTHER	sw2501_s59_512
44048:18	i don't want it all over the brick and windows	it	want it all over the brick and windows	no	VP				
44080:56	and it looked pretty good, you know, the, uh, the interior walls all basically white,	walls	the, uh, the interior walls all basically white	no	S-ADV				
44119:61	so we still have some of that trim work to do --n4037bc because we put it off all this time,	off	put it off all this time	nullpartitive	VP		NP-TMP		sw2501_s107_522
44144:14	oh, i'm all in favor of it,	'm	'm all in favor of it	no	VP				
44180:26	and he, he was all for it because it's just like you say, uh,	was	was all for it because it's just like you say, uh	no	VP				
44322:37	they were always having --n404a0a to meet in the catacombs and all this,	and	meet in the catacombs and all this	nullpartitive	VP		NP-ETC		sw2502_s110_512
44323:7	so all the persecution that they're sort of use to --n404adf it, it's been, sort of like, you know.	so	so all the persecution that they're sort of use to --n404adf it, it's been, sort of like, you know.	nullpartitive	S		NP-TPC	NP-OTHER	sw2502_s111_501
44494:42	i mean a lot of people bitch and moan about the taxes and all	and	the taxes and all	no	NP		NP	NP-OTHER	sw2502_s211_511
44590:20	and she stays in the house all day while i go to work	house	stays in the house all day while i go to work	no	VP		NP-TMP		sw2503_s52_505
44700:49	like if i, if i put her in a room all by herself and close the door and leave her there for a few hours, uh, because i was going out. she would, uh, break something or rip up the carpet or do something just to, uh, to, to let me know that she was unhappy with what i did --n4048ee.	room	put her in a room all by herself	no	VP				
44717:87	and so it jumped up on my bed and anointed my blanket, for me. --n40534a looking, looking at me eye to eye, all the time while it was doing it.	eye	looking at me eye to eye, all the time while it was doing it	nullpartitive	VP		NP-TMP		sw2503_s137_526
44733:22	she, you know, lost all her activity	lost	lost all her activity	nullpartitive	VP		NP	NP-OBJ	sw2503_s148_507
44769:82	you really, y-, you don't know what it's going --n407209 to --n407218 until it's all over.	's	's all over	no	VP				
44786:25	they had --n40794e to pay for all the medical, uh, bills that the cat ran --n40798d up plus the burial expenses.	for	for all the medical, uh, bills that the cat ran --n40798d up plus the burial expenses	nullpartitive	PP		NP	NP-OTHER	sw2503_s191_508
44890:38	uh, so far, as having a party and then all voting, uh, when you have different precincts --n400f84, mumblex you would have --n400f9f to have a party in every precinct.	then	having a party and then all voting	no	S-NOM		NP-SBJ		sw2504_s21_512
44948:39	but down here, louisiana has a bad reputation for their politicians and all.	and	has a bad reputation for their politicians and all	no	VP		NP-ETC		sw2504_s54_510
45012:112	and, uh, maybe if they, like you said, if they would start when little kids and start --n403e91 letting them vote and learn how to vote and all --n403ec4. then, uh, and the importance of it because, okay, if you don't vote for your friend over here, well your friend's not going --n403f47 to have a chance.	and	vote and all --n403ec4	no	VP		NP-ETC		sw2504_s95_540
45133:59	so i didn't vote because anybody that --n407586 went in there and they asked a question, all the other kids laughed at them.	question	anybody that --n407586 went in there and they asked a question, all the other kids laughed at them	nullpartitive	S		NP-SBJ		sw2504_s169_520
45162:38	and it really scared me, really bad. because i thought all these people are going --n407ed7 to laugh at me because i don't know how to work this machine --n407f1a.	thought	thought all these people are going --n407ed7 to laugh at me because i don't know how to work this machine --n407f1a	nullpartitive	VP		NP-SBJ-N407ED7		sw2504_s186_511
45305:43	and, uh, you would think, you know, that they were all dogs the way she would prance around them and, and paw at their face --n401a47	were	were all dogs	no	VP				
45336:87	uh, i think, i think a lot of that, that, that we hear --n40244a all the time is how you bring them up --n402475.		hear --n40244a all the time	nullpartitive	VP		NP-TMP		sw2510_s80_532
45398:108	but, but, um, like our miniature schnauzer, she's just, she's just like, um, a little hyper thing and just prances around and jumps all over everybody --n403a8a acting silly,	jumps	jumps all over everybody	no	VP				
45406:45	she wouldn't hi-, you know, harm them at all	at	at all	no	ADVP				
45526:54	if the cats will, will jump up on things and knock things over all the time,	over	jump up on things and knock things over all the time	nullpartitive	VP		NP-TMP		sw2510_s207_517
45587:16	and i put paper all over the floor.	paper	put paper all over the floor	no	VP				
45589:33	and there were chunks of carpet, padding everything, all over the place	everything	were chunks of carpet, padding everything, all over the place	no	VP				
45629:23	only it wasn't like cats at all.	at	at all	no	ADVP				
45671:44	i've come home many a days from work --n408b37 to find trash all over the kitchen floor.	trash	trash all over the kitchen floor	no	NP			NP-OBJ	
45775:22	i like --n400c60 to watch almost all the football	almost	almost all the football	nullpartitive	NP		NP	NP-OBJ	sw2521_s37_507
45780:100	but i think they're going --n400de7 to, i think they're really going --n400e12 to do good because it seems like they're finally all coming together.	finally	're finally all coming together	no	VP				
45822:33	doesn't give you much respect for their team at all.	at	at all	no	ADVP				
45823:112	any t-, any team that, tha-, where the owner would fire tom landry, you know, is like one of the greatest coaches of all time --n401dbd.	of	of all time	no	PP		NP	NP-OTHER	sw2521_s70_538
45870:23	when he bought the team and all --n402c41 and it just seemed like he just decided, you know, this is the way it's going --n402c98 to be --n402ca7	and	bought the team and all --n402c41	no	VP		NP-ETC		sw2521_s100_508
45917:57	it was, uh, defense --n403e54 w-, w-, won all the games.		won all the games	nullpartitive	VP		NP	NP-OTHER	sw2521_s130_520
45975:11	that's all there is --n404b37 to it.	's	's all there is --n404b37 to it	no	VP		NP-PRD	NP-OTHER	sw2521_s162_503
46006:24	but, um, this year they had all good players except for the quarterback.	had	had all good players except for the quarterback	no	VP		NP	NP-OBJ	sw2521_s181_505
46010:13	the quarterback, all of them, every one that they played --n4054a8,	quarterback	the quarterback, all of them, every one that they played --n4054a8	yes	NP-SBJ		NP-SBJ	NP-OTHER	sw2521_s183_501
46013:7	but all of them were bad.	but	but all of them were bad.	yes	S		NP-SBJ	NP-OTHER	sw2521_s186_501
46024:13	but, uh, all the other places, i mean, our defense was unbelievable.	uh	but, uh, all the other places, i mean, our defense was unbelievable.	nullpartitive	S		NP-LOC		sw2521_s193_502
46086:11	first of all, first and foremost the bills games i want --n406e0c to see --n406e1b.	of	of all	no	PP		NP	NP-OTHER	sw2521_s232_504
